po___so_#,asn_dn_#,country,managed_by,fulfill_via,vendor_inco_term,shipment_mode,po_sent_to_vendor_date,product_group,sub_classification,dosage,dosage_form,unit_of_measure_per_pack,line_item_quantity,line_item_value,pack_price,unit_price,manufacturing_site,first_line_designation,weight_kilograms,freight_cost_usd,line_item_insurance_usd,days_to_process,cost_per_pack,freight_ratio,cost_per_kg
3317,3804,28,2,1,4,1,896,2,1,5,11,60,21765.0,154966.8,7.12,0.12,84,1,1984.0,7329.83,303.73,,7.119672884314986,0.04729905180301973,78.0689168765743
3543,3819,39,2,1,4,0,896,2,1,9,11,60,11216.0,127301.6,11.35,0.19,11,1,1894.0,13293.41,249.51,,11.348988142997237,0.10442371169167008,67.1776253298153
3503,3824,28,2,1,4,1,896,2,1,9,11,60,3994.0,45531.6,11.4,0.19,11,1,452.0,7329.83,89.24,,11.397146433041302,0.160979825443748,100.51125827814569
3316,3828,28,2,1,4,1,896,2,5,19,0,90,3000.0,45780.0,15.26,0.17,11,0,1047.0,3549.77,89.73,,15.254915028323891,0.07753806164129223,43.68320610687023
3363,3833,15,2,1,4,0,896,2,1,33,10,60,810.0,6245.1,7.71,0.13,11,1,47.0,1000.51,12.24,,7.7004932182490755,0.1601815532892525,130.10625000000002
3453,3840,9,2,1,4,0,896,2,1,12,11,60,10480.0,39824.0,3.8,0.06,23,1,786.0,11032.42,78.06,,3.799637439175651,0.2770224733207784,50.60228716645489
3518,3844,41,2,1,4,3,896,2,1,49,10,30,37059.0,407649.0,11.0,0.37,39,1,2876.0,4506.18,798.99,,10.999703184025904,0.011054041457132345,141.69238790406675
3601,3892,16,2,1,4,0,896,2,5,41,0,30,1092.0,2446.08,2.24,0.07,11,1,1585.0,6811.39,4.79,,2.237950594693504,2.7834766333752885,1.542295081967213
3601,3892,16,2,1,4,0,896,2,5,2,8,240,2304.0,4423.68,1.92,0.01,11,0,1047.0,3549.77,8.67,,1.9191670281995663,0.8022659265754811,4.221068702290077
3565,3913,9,2,1,4,0,896,2,1,20,0,60,2052.0,3591.0,1.75,0.03,11,0,1047.0,3549.77,7.04,,1.749147588894301,0.9882433184855234,3.426526717557252
3613,3924,39,2,1,4,0,896,2,1,33,10,60,192.0,1445.76,7.53,0.13,11,1,11.0,1112.31,2.83,,7.490984455958549,0.7688282783599214,120.48
3514,3933,39,2,1,4,0,896,2,1,49,10,30,3740.0,26441.8,7.07,0.24,11,1,322.0,3054.1,51.83,,7.068110130981021,0.11549835872146672,81.86315789473684
3646,3931,9,2,1,4,0,896,2,1,19,10,60,8732.0,25322.8,2.9,0.05,39,1,485.0,7302.48,49.63,,2.8996679262567273,0.2883643055149701,52.10452674897119
3472,3952,28,2,1,4,1,896,2,1,17,11,30,441.0,5181.75,11.75,0.39,65,1,36.0,9341.49,10.16,,11.72341628959276,1.8024195649028025,140.0472972972973
3645,3966,9,2,1,4,0,896,2,1,17,11,30,576.0,6768.0,11.75,0.39,65,1,47.0,1234.91,13.27,,11.729636048526864,0.1824361057763333,141.0
3697,3988,20,2,1,4,0,896,2,1,19,0,270,200.0,15.876800000000001,0.39,0.01,81,1,1047.0,0.0,0.02,,0.3899861945163401,0.0,0.01914715055030734
3699,3989,20,2,1,4,0,896,2,1,33,10,60,100.0,15.876800000000001,0.39,0.01,65,1,1047.0,0.0,0.02,,0.3899861945163401,0.0,0.01914715055030734
3700,3990,20,2,1,4,0,896,2,1,10,11,60,42.0,15.876800000000001,0.39,0.01,11,1,1047.0,0.0,0.02,,0.3899861945163401,0.0,0.01914715055030734
3490,4000,41,2,1,4,3,896,2,1,49,10,30,34036.0,196728.08,5.78,0.19,11,1,2901.0,4897.42,424.15,,5.779830184798895,0.024894235259982918,67.79051688490695
3588,4034,26,2,1,4,0,896,2,1,12,11,60,2510.0,9789.0,3.9,0.06,23,1,190.0,1317.4,21.11,,3.898446833930705,0.1345658835546476,51.25130890052356
3886,4094,28,2,1,4,1,896,2,1,9,11,60,3.0,34.2,11.4,0.19,11,1,5.0,0.0,0.07,,8.55,0.0,17.1
3662,4030,26,2,1,4,0,896,2,1,19,10,60,1788.0,5721.6,3.2,0.05,23,1,205.0,1380.45,12.34,,3.1982112912241476,0.24122776360395623,27.7747572815534
3896,4114,28,2,1,4,0,896,2,1,17,11,30,5.0,58.75,11.75,0.39,65,1,5.0,19480.97,0.13,,9.791666666666666,61.38862177292052,29.375
3482,4100,9,2,1,4,0,896,2,1,49,10,30,4350.0,70687.5,16.25,0.54,11,0,1047.0,3549.77,47.04,,16.24626522638474,0.0502170791571472,67.44990458015268
3482,5105,9,2,1,4,0,896,2,1,49,10,30,3024.0,49140.0,16.25,0.54,11,1,275.0,1448.0,47.04,,16.244628099173553,0.02946622982845282,178.04347826086956
3577,4198,26,2,1,4,0,896,2,1,8,13,120,1217.0,69429.85,57.05,0.48,11,0,1047.0,3549.77,47.04,,57.003160919540235,0.051126696562118996,66.24985687022901
3577,4198,26,2,1,4,0,896,2,1,10,11,60,6156.0,68577.84,11.14,0.19,11,0,1047.0,3549.77,47.04,,11.138190677277894,0.051761884569642765,65.43687022900762
4169,5502,9,2,1,4,0,896,2,1,33,10,30,528.0,8976.0,17.0,0.57,35,1,368.0,1619.0,47.04,,16.967863894139885,0.18034978277821098,24.32520325203252
4169,5502,9,2,1,4,0,896,2,1,19,0,270,482.0,37596.0,78.0,0.29,81,0,1047.0,3549.77,47.04,,77.83850931677019,0.09441630981195308,35.87404580152672
3310,6778,30,2,1,4,0,896,3,2,54,15,100,60.0,8340.0,139.0,1.39,85,1,353.0,3684.6,47.04,,135.83485039550783,0.4417455940534708,23.559322033898304
4933,6958,4,2,1,4,0,896,3,2,54,15,100,100.0,8000.0,80.0,0.8,5,1,32.0,695.23,47.04,,79.20792079207921,0.08689288838895139,242.42424242424244
3705,6797,28,2,1,4,0,896,2,1,34,0,60,1260.0,2016.0,1.6,0.03,11,1,988.0,4251.0,47.04,,1.5987311657414751,2.107585523054041,2.038422649140546
3686,3709,42,2,1,4,0,896,2,1,18,10,120,400.0,16440.0,41.1,0.34,7,1,87.0,907.41,47.04,,40.99750623441396,0.05519189830302293,186.8181818181818
3532,3768,41,2,1,4,0,896,2,1,33,10,60,1000.0,35800.0,35.8,0.6,11,1,4436.0,18375.7,47.04,,35.764235764235764,0.5132733722521717,8.06851476222673
3532,3768,41,2,1,4,0,896,2,1,49,10,30,50112.0,814821.12,16.26,0.54,11,0,1047.0,3549.77,47.04,,16.259675533294754,0.004356496851116413,777.5010687022901
4391,6640,9,2,1,4,0,896,2,1,49,10,30,10000.0,162500.0,16.25,0.54,11,1,901.0,3006.0,47.04,,16.24837516248375,0.018498347702475677,180.15521064301552
3608,3845,28,2,1,4,0,896,2,1,7,13,120,5709.0,117034.5,20.5,0.17,10,1,1238.0,6433.28,47.04,,20.496409807355516,0.054968620632201336,94.45883777239709
6083,3889,26,2,1,4,0,896,2,1,49,10,30,25003.0,418800.25,16.75,0.56,11,1,2177.0,2912.01,47.04,,16.74933010718285,0.006953202742350936,192.28661616161617
3498,6568,26,2,1,4,0,896,2,5,21,7,240,460.0,9683.0,21.05,0.09,11,0,1047.0,3549.77,47.04,,21.004338394793926,0.36656030565881864,9.239503816793894
4938,6898,4,2,1,4,0,896,3,2,54,15,100,30.0,12000.0,139.0,4.0,73,1,72.0,947.05,47.04,,135.83485039550783,0.07891425714523789,164.3835616438356
4412,6702,9,2,1,4,0,896,2,1,10,11,60,10000.0,102500.0,10.25,0.17,11,1,980.0,3179.0,47.04,,10.248975102489752,0.031014331567496903,104.48521916411825
3227,3625,41,2,1,4,0,896,2,1,10,11,60,50549.0,518127.25,10.25,0.17,11,1,4680.0,19288.91,47.04,,10.249797230464885,0.037228060813128794,110.68729972228157
5965,4020,26,2,1,4,0,896,2,1,33,10,60,4444.0,159095.2,35.8,0.6,11,1,633.0,0.0,47.04,,35.79194600674916,0.0,250.93880126182967
6099,4449,9,2,1,4,0,896,2,1,18,10,120,4000.0,164400.0,41.1,0.34,7,1,1015.0,3256.0,263.04,,41.089727568107975,0.01980523232827051,161.81102362204723
6099,4449,9,2,1,4,0,896,2,1,33,10,60,2000.0,71600.0,35.8,0.6,11,0,1047.0,3549.77,114.56,,35.782108945527234,0.04957710087847935,68.3206106870229
6114,4159,9,2,1,4,0,896,2,1,36,0,180,4402.0,220100.0,50.0,0.28,50,1,994.0,3501.0,47.04,,49.98864410629117,0.015906333910341162,221.20603015075378
6134,4569,9,2,1,4,0,896,2,5,41,0,30,4515.0,10113.6,2.24,0.07,11,1,259.0,1574.0,16.18,,2.2395039858281667,0.1556166333814486,38.89846153846154
3217,4558,41,2,1,4,0,896,2,1,10,11,60,66370.0,680292.5,10.25,0.17,11,1,6243.0,25729.7,1088.47,,10.249845565081134,0.03782146970388516,108.9513933376041
6087,3965,9,2,1,4,0,896,2,1,33,10,60,1200.0,42960.0,35.8,0.6,11,0,1047.0,3549.77,47.04,,35.770191507077435,0.08262773212914039,40.99236641221374
6131,4406,28,2,1,4,0,896,2,1,34,0,60,700.0,1064.0,1.52,0.03,84,0,1047.0,3549.77,1.7,,1.5178316690442226,3.333117370892019,1.015267175572519
6096,4588,26,2,1,4,0,896,2,5,21,7,240,397.0,8356.85,21.05,0.09,11,1,141.0,411.07,13.37,,20.99711055276382,0.04918370155003978,58.85105633802817
6088,4598,28,2,1,4,0,896,2,1,5,11,60,1319.0,9892.5,7.5,0.12,23,1,1656.0,8331.36,15.83,,7.494318181818182,0.8421044119876687,5.970126735063367
6088,4598,28,2,1,4,0,896,2,1,6,11,60,1018.0,7838.6,7.7,0.13,23,0,1047.0,3549.77,12.54,,7.692443572129539,0.45279988774937496,7.4795801526717565
5198,4964,37,2,1,4,0,896,2,1,18,10,120,3000.0,123300.0,41.1,0.34,7,1,1422.0,4198.0,197.28,,41.08630456514495,0.03404676361100072,86.64792691496838
5918,4973,37,2,1,4,0,896,2,1,1,0,300,157.0,6022.52,38.36,0.11,3,1,547.0,2094.0,9.64,,38.11721518987342,0.34763726193322175,10.99
6138,5216,9,2,1,4,0,896,2,1,12,11,30,86821.0,173642.0,2.0,0.07,23,1,5697.0,14893.0,277.83,,1.999976964363871,0.08576792614732526,30.474201474201475
6181,5244,9,2,1,4,0,896,2,1,5,11,60,32436.0,243270.0,7.5,0.12,23,1,3203.0,8258.0,389.23,,7.499768782563122,0.03394568197606784,75.92696629213484
6188,5286,16,2,1,4,0,896,3,2,54,15,100,75.0,10425.0,139.0,1.39,85,1,50.0,791.84,16.68,,135.83485039550783,0.07594859006330329,204.41176470588235
5998,5328,26,2,1,4,0,896,2,5,19,0,90,400.0,6780.0,16.95,0.19,11,1,3340.0,3438.84,10.85,,16.90773067331671,0.5071287420734405,2.029332535169111
6161,4879,30,2,1,4,0,896,3,2,54,15,100,150.0,20850.0,139.0,1.39,85,1,130.0,1676.91,33.36,,135.83485039550783,0.0804234808882068,159.16030534351145
6075,5003,9,2,1,4,0,896,3,2,54,15,18,12.0,3698.04,139.0,5.0,17,1,46.0,1607.0,5.92,,135.83485039550783,0.4344370431247026,78.68170212765958
6207,5659,9,2,1,4,0,896,2,1,49,10,30,25037.0,407101.62,16.26,0.54,11,1,2213.0,18101.32,651.36,,16.259350587107598,0.04446377672538683,183.8760704607046
5416,5418,37,2,1,4,0,896,2,1,49,10,30,23814.0,387215.64,16.26,0.54,11,1,2102.0,5834.0,619.55,,16.259317237035482,0.0150665012743254,184.1253637660485
3499,5539,26,2,1,4,0,896,2,5,19,0,90,271.0,4593.45,16.95,0.19,11,0,1047.0,3549.77,7.35,,16.88768382352941,0.7726213148472614,4.383062977099237
6199,5476,39,2,1,4,0,896,2,1,34,0,60,294.0,446.88,1.52,0.03,84,1,14.0,632.6,0.72,,1.5148474576271187,1.4124319014021613,29.791999999999998
2855,6028,39,2,1,4,0,896,2,1,49,10,30,1717.0,21325.14,12.42,0.41,84,0,1047.0,3549.77,34.12,,12.41277066356228,0.16645159414690142,20.348416030534352
6212,6070,41,2,1,4,0,896,2,1,19,10,60,85000.0,289000.0,3.4,0.06,11,1,14311.0,62641.4514000001,462.4,,3.3999600004705828,0.22105906207936998,20.19284516489659
6212,6070,41,2,1,4,0,896,2,1,49,10,30,69783.0,1360768.5,19.5,0.65,23,0,1047.0,3549.77,2177.23,,19.499720566318928,0.0026086490033763983,899.7997900763415
6209,5880,26,2,1,4,0,896,2,1,13,10,60,200.0,608.0,3.04,0.05,11,1,4241.0,25442.0,0.97,,3.0248756218905473,41.77668308702791,0.14332861857614332
6205,5780,11,2,1,4,0,896,2,1,13,10,60,60029.0,182488.16,3.04,0.05,79,0,1047.0,3549.77,291.98,,3.0399493586540065,0.019451949913079768,174.12992366412215
6222,5735,9,2,1,4,0,896,2,5,2,7,240,4286.0,9214.9,2.15,0.01,11,0,1047.0,3549.77,14.74,,2.149498483788197,0.38517887563884157,8.792843511450382
6159,6285,41,2,1,4,0,896,2,5,19,0,90,2324.0,37184.0,16.0,0.18,11,0,1047.0,3549.77,59.49,,15.993118279569892,0.09546241764152212,35.48091603053435
2879,6202,9,2,1,4,0,896,3,2,54,15,100,595.0,42834.05,71.99,0.72,44,1,200.0,1642.0,68.53,,71.86921140939597,0.03833309404331266,213.10472636815922
3551,6219,41,2,1,4,0,896,2,1,10,11,60,40761.0,435327.48,10.68,0.18,11,1,4221.0,17549.81,696.52,,10.679737991266375,0.040313948676181266,103.1093036475604
6091,6229,41,2,1,4,0,896,2,1,19,10,60,52864.0,188724.48,3.57,0.06,11,1,5989.0,19590.04,301.96,,3.5699324694977776,0.10380177599760244,31.50659098497496
3481,6261,42,2,1,4,0,896,2,1,19,10,60,500.0,1835.0,3.67,0.06,11,1,47.0,707.4,2.94,,3.662674650698603,0.3852941176470588,38.229166666666664
2925,6381,28,2,1,4,0,896,2,5,19,0,90,400.0,6400.0,16.0,0.18,11,1,38.0,1161.13,10.24,,15.960099750623442,0.18139821902827685,164.10256410256412
6227,6512,26,2,1,4,0,896,2,1,12,11,30,24140.0,48280.0,2.0,0.07,23,1,1434.0,3682.34,77.25,,1.9999171533904976,0.07626892566434001,33.64459930313589
2929,6479,9,2,1,4,0,896,2,1,30,11,60,3300.0,146850.0,44.5,0.74,33,1,2143.0,10137.04,234.96,,44.48651923659497,0.06902942438253741,68.49347014925372
2963,6697,41,2,1,4,3,896,2,1,19,10,60,9943.0,33806.2,3.4,0.06,11,0,1047.0,3549.77,54.09,,3.399658085277554,0.10500041411297002,32.25782442748091
2983,6698,41,2,1,4,0,896,2,5,19,0,90,900.0,14400.0,16.0,0.18,11,1,109.0,919.66,23.04,,15.982241953385127,0.0638608429970141,130.9090909090909
2831,6695,26,2,1,4,0,896,2,1,12,11,30,50000.0,100000.0,2.0,0.07,23,1,3584.0,8405.91,160.0,,1.999960000799984,0.08405825941740583,27.89400278940028
2949,6565,39,2,1,4,0,896,2,1,9,11,60,3930.0,80565.0,20.5,0.34,11,0,1047.0,3549.77,128.9,,20.49478504197405,0.04406039768636894,76.875
2893,6569,9,2,1,4,0,896,2,1,34,0,60,14000.0,24500.0,1.75,0.03,84,1,989.0,3452.0,39.2,,1.7498750089279338,0.14089220848128647,24.747474747474747
2893,6569,9,2,1,4,0,896,2,1,34,0,60,3996.0,6993.0,1.75,0.03,11,0,1047.0,3549.77,11.19,,1.7495621716287215,0.5075450386045182,6.672709923664122
2868,6571,9,2,1,4,0,896,2,5,35,7,180,4077.0,69186.69,16.97,0.09,55,1,1554.0,4963.0,110.7,,16.96583864639529,0.07173241367069777,44.49304823151125
2942,6574,16,2,1,4,0,896,2,5,41,0,30,100.0,224.0,2.24,0.07,11,0,1047.0,3549.77,0.36,,2.217821782178218,15.776755555555555,0.21374045801526717
6105,6575,9,2,1,4,0,896,2,1,30,11,60,995.0,69650.0,70.0,1.17,33,1,219.0,1392.0,111.44,,69.929718875502,0.019985355558427016,316.59090909090907
2947,6579,9,2,1,4,0,896,2,1,18,10,120,993.0,40812.3,41.1,0.34,3,1,217.0,3499.1,65.3,,41.058651911468814,0.08573430719887878,187.21238532110092
2862,6580,41,2,1,4,0,896,2,1,49,10,30,96.0,1872.0,19.5,0.65,23,1,5.0,636.52,3.0,,19.298969072164947,0.3398398291510945,312.0
2985,6591,41,2,1,4,0,896,2,1,49,10,30,84.0,1043.28,12.42,0.41,11,1,1047.0,0.0,1.67,,12.273882352941175,0.0,0.9954961832061069
6090,6592,28,2,1,4,0,896,2,1,10,11,60,215.0,2296.2,10.68,0.18,11,0,1047.0,3549.77,3.67,,10.630555555555555,1.545259446282431,2.1910305343511447
6090,6592,28,2,1,4,0,896,2,5,2,8,240,965.0,5983.0,6.2,0.03,11,0,1047.0,3549.77,9.57,,6.193581780538302,0.5932102272727273,5.708969465648855
2971,6610,41,2,1,4,0,896,2,5,52,7,300,630.0,25893.0,41.1,0.14,3,1,83.0,4522.03,41.43,,41.03486529318542,0.17463620916042324,308.25
2989,6614,30,2,1,4,0,896,3,2,54,15,100,405.0,29155.95,71.99,0.72,44,1,130.0,3187.18,46.65,,71.81268472906405,0.10931115908899935,222.5645038167939
3031,6639,11,2,1,4,0,896,2,1,10,11,60,9692.0,92074.0,9.5,0.16,11,1,1215.0,6346.22,147.32,,9.499019911276179,0.06892446375237578,75.71875
2941,6706,16,2,1,4,0,896,2,5,2,7,240,3000.0,6450.0,2.15,0.01,11,1,2584.0,26877.3,10.32,,2.149283572142619,4.166377305844055,2.495164410058027
3039,6643,28,2,1,4,0,896,2,1,5,11,60,2925.0,21645.0,7.4,0.12,23,0,1047.0,3549.77,34.63,,7.397470950102529,0.16399196156333734,20.653625954198475
2941,6706,16,2,1,4,0,896,2,1,14,0,60,120.0,180.0,1.5,0.02,11,0,1047.0,3549.77,0.29,,1.487603305785124,19.611988950276242,0.1717557251908397
2871,6669,9,2,1,4,0,896,2,1,10,11,60,29593.0,281133.5,9.5,0.16,11,1,10877.0,30167.0,449.81,,9.499678988984254,0.1073045108302254,25.844226879941164
3073,6677,30,2,1,4,0,896,2,1,34,0,60,392.0,842.8,2.15,0.04,11,1,29.0,1372.38,1.35,,2.1445292620865137,1.626428063522162,28.09333333333333
3060,6660,37,2,1,4,0,896,2,1,33,10,60,1128.0,31053.84,27.53,0.46,11,0,1047.0,3549.77,49.69,,27.50561558901683,0.11430649779551272,29.631526717557254
6175,6664,9,2,1,4,0,896,3,2,54,15,40,710.0,53960.0,76.0,1.9,17,1,771.0,3256.0,86.34,,75.89310829817158,0.060339875094976,69.89637305699482
2877,6666,9,2,1,4,0,896,2,1,18,10,120,12107.0,497597.7,41.1,0.34,7,1,2647.0,9307.0,796.16,,41.09660555004955,0.018703826999548027,187.91453927492446
2914,6599,41,2,1,4,0,896,2,1,49,10,30,66667.0,828004.14,12.42,0.41,65,1,5253.0,18856.33,1324.81,,12.419813703725925,0.022773204040738203,157.59500190331175
2859,6684,39,2,1,4,0,896,2,1,10,11,60,2883.0,27388.5,9.5,0.16,11,0,1047.0,3549.77,43.82,,9.496705963938973,0.12960331513901313,26.134064885496183
2833,6786,42,2,1,4,3,896,3,2,54,15,25,5693.0,113860.0,20.0,0.8,83,1,1740.0,8008.65,182.18,,19.996487530734107,0.07033707766487207,65.39919586444572
3210,6770,16,2,1,4,0,896,2,1,10,11,60,7558.0,71423.1,9.45,0.16,11,1,2166.0,20578.2,114.28,,9.448749834634212,0.28811283586352504,32.95943700969082
3202,6762,16,2,1,4,0,896,2,1,49,10,30,19740.0,237077.4,12.01,0.4,11,1,2941.0,31051.3,379.32,,12.009391621498404,0.13097481676947373,80.5837525492862
3379,6884,37,2,1,4,0,896,2,1,10,11,60,5809.0,54895.05,9.45,0.16,11,0,1047.0,3549.77,87.83,,9.448373493975904,0.06466348671716818,52.38077290076336
2817,6708,15,2,1,4,0,896,3,3,54,16,100,152.0,15.876800000000001,0.39,0.01,44,1,45.0,798.59,0.02,,0.3899861945163401,61.38862177292052,0.03304347826086956
2959,6765,26,2,1,4,0,896,2,1,5,11,60,90955.0,673067.0,7.4,0.12,23,1,16579.0,8654.7,1076.91,,7.399918641980738,0.012858581896628574,40.59511459589867
3442,6865,28,2,1,4,0,896,2,1,18,10,120,84.0,3452.4,41.1,0.34,7,0,1047.0,3549.77,5.52,,40.616470588235295,1.0279058319337464,3.2942748091603056
3442,6865,28,2,1,4,0,896,2,1,33,10,60,4.0,105.2,26.3,0.44,65,0,1047.0,3549.77,0.17,,21.04,33.42532956685499,0.10038167938931299
3206,6818,16,2,1,4,0,896,2,5,2,8,240,2112.0,4055.04,1.92,0.01,11,0,1047.0,3549.77,6.49,,1.9190913393279696,0.8751812112306585,3.8693129770992365
3154,6754,41,2,1,4,0,896,2,1,19,10,60,32358.0,110017.2,3.4,0.06,79,1,3146.0,13332.0,176.03,,3.399894928767885,0.12117995022641709,34.95938989513822
2883,6891,28,2,1,4,0,896,2,1,13,10,60,2100.0,6090.0,2.9,0.05,11,1,153.0,1280.91,9.74,,2.8986197049024276,0.21029551797734364,39.54545454545455
3374,6894,28,2,1,4,0,896,2,1,10,11,60,14277.0,134917.65,9.45,0.16,11,1,2033.0,15307.62,215.87,,9.449338142597002,0.11345814681661877,66.33119469026548
3145,6728,41,2,1,4,3,896,2,1,19,10,60,27662.0,94050.8,3.4,0.06,39,1,4128.0,6539.8,150.48,,3.399877092144742,0.06953402274065994,22.778106078953744
2945,6763,16,2,1,4,0,896,3,2,54,15,100,10.0,720.0,72.0,0.72,44,0,1047.0,3549.77,1.15,,65.45454545454545,4.9233980582524275,0.6870229007633588
3188,6753,18,2,1,4,3,896,3,2,54,15,100,1550.0,123984.5,79.99,0.8,44,1,1047.0,0.0,198.38,,79.93842682140554,0.0,118.30582061068702
3156,6847,41,2,1,4,3,896,2,1,49,10,30,50000.0,600500.0,12.01,0.4,65,1,3422.0,5936.99,960.8,,12.009759804803904,0.00988672791552387,175.4309085597429
3184,6743,11,2,1,4,0,896,2,1,13,10,60,14044.0,42693.76,3.04,0.05,79,1,732.0,2963.8,68.31,,3.0397835528657886,0.06941835485197716,58.24523874488404
3434,6853,9,2,1,4,0,896,2,5,19,0,90,3885.0,62160.0,16.0,0.18,11,1,467.0,6299.56,99.46,,15.995882655687081,0.1013426424928814,132.82051282051282
2974,6748,18,2,1,4,3,896,3,2,54,15,20,1200.0,38400.0,32.0,1.6,85,0,1047.0,3549.77,61.44,,31.973355537052456,0.09243951980417177,36.6412213740458
3313,6872,26,2,1,4,3,896,2,1,9,11,60,16610.0,224235.0,13.5,0.22,23,1,2298.0,3733.57,358.78,,13.499187285533683,0.016650181059241157,97.53588516746412
3050,6776,26,2,1,4,0,896,2,1,33,10,60,3060.0,24939.0,8.15,0.14,11,0,1047.0,3549.77,39.9,,8.14733747141457,0.14233239775461107,23.796755725190838
6146,6764,42,2,1,4,0,896,2,1,49,10,30,1233.0,15313.86,12.42,0.41,65,0,1047.0,3549.77,24.5,,12.409935170178283,0.23178599086116358,14.612461832061069
3358,6804,28,2,1,4,0,896,2,1,10,11,60,1887.0,17832.15,9.45,0.16,11,1,273.0,2446.58,28.53,,9.444994703389831,0.13719281226255595,65.0808394160584
3358,6804,28,2,1,4,0,896,2,1,12,11,30,1566.0,3132.0,2.0,0.07,23,0,1047.0,3549.77,5.01,,1.9987236758136566,1.1330258538142355,2.9885496183206106
3187,6781,11,2,1,4,0,896,2,5,2,7,240,1846.0,3968.9,2.15,0.01,11,1,773.0,3472.55,6.35,,2.1488359501894965,0.8747197662409633,5.127777777777778
3207,6768,16,2,1,4,0,896,2,5,2,7,240,4338.0,8545.86,1.97,0.01,11,0,1047.0,3549.77,13.67,,1.9695459783360223,0.4153303084407607,8.154446564885497
3140,6843,42,2,1,4,0,896,3,2,54,15,100,550.0,39594.5,71.99,0.72,44,1,161.0,939.12,63.35,,71.85934664246824,0.02371784672500663,244.4104938271605
2835,6844,42,2,1,4,3,896,3,3,54,16,100,1800.0,18.0,0.39,0.01,44,1,526.0,2185.82,0.03,,0.3899861945163401,61.38862177292052,0.03415559772296015
3297,6875,39,2,1,4,0,896,2,1,5,11,60,2700.0,19980.0,7.4,0.12,84,1,199.0,1476.8,31.97,,7.397260273972603,0.07391021470396877,99.9
3300,6877,39,2,1,4,0,896,2,1,10,11,60,1350.0,12757.5,9.45,0.16,11,1,239.0,1277.22,20.41,,9.44300518134715,0.1001073793941294,53.15625
3371,6882,41,2,1,4,3,896,2,1,5,11,60,60000.0,432000.0,7.2,0.12,84,1,12606.0,7053.51,691.2,,7.199880001999967,0.016327531649232292,34.26667724280162
2967,6953,37,2,1,4,3,896,2,1,18,10,120,2580.0,106038.0,41.1,0.34,7,1,587.0,1146.27,169.66,,41.08407593955831,0.010809890700591292,180.33673469387756
3177,3616,41,2,1,4,3,896,2,1,33,10,60,1294.0,10546.1,8.15,0.14,11,1,76.0,1062.5,20.67,,8.143706563706564,0.10073859165078553,136.96233766233766
3171,3618,9,2,1,4,0,896,2,1,10,11,60,6786.0,63449.1,9.35,0.16,11,1,620.0,2739.3,124.36,,9.348622366288492,0.04317250879037228,102.17246376811595
3042,7027,16,2,1,4,0,896,2,5,2,7,240,10000.0,21000.0,2.1,0.01,11,1,3720.0,43704.8,41.16,,2.0997900209979004,2.0810818532450837,5.643644181671593
2909,3598,9,2,1,4,0,896,2,1,49,10,30,2410.0,28245.2,11.72,0.39,65,1,182.0,1409.26,55.36,,11.71513894649523,0.04989202087360423,154.34535519125683
3104,3601,28,2,1,4,0,896,2,1,10,11,60,11569.0,109327.05,9.45,0.16,11,1,1072.0,8504.72,214.28,,9.44918323249784,0.07779083227040086,101.88914259086673
2996,3595,29,2,1,4,0,896,3,2,54,15,20,25.0,800.0,32.0,1.6,85,1,19.0,851.24,1.57,,30.76923076923077,1.0627215980024969,40.0
3097,3677,41,2,1,4,0,896,2,1,33,10,60,10000.0,79000.0,7.9,0.13,11,1,581.0,3238.0,154.84,,7.899210078992101,0.04098682295160821,135.73883161512026
3181,3644,28,2,1,4,0,896,2,1,33,10,60,4.0,105.2,26.3,0.44,11,1,5.0,165.0,0.21,,21.04,1.5536723163841808,52.6
2860,6945,28,2,1,4,0,896,2,1,49,10,30,12000.0,140640.0,11.72,0.39,11,0,1047.0,3549.77,225.02,,11.71902341471544,0.025239937144929288,134.19847328244273
3361,6950,42,2,1,4,3,896,2,1,49,10,30,4000.0,48040.0,12.01,0.4,11,1,8481.0,30585.17,76.86,,12.006998250437391,0.6366472388168439,5.663758547512379
2881,6914,42,2,1,4,3,896,2,1,49,10,30,4000.0,48040.0,12.01,0.4,11,1,342.0,1648.64,76.86,,12.006998250437391,0.03431735392685415,140.05830903790087
3088,7004,39,2,1,4,0,896,2,1,18,10,120,60.0,2466.0,41.1,0.34,7,1,547.0,2437.63,4.83,,40.42622950819672,0.9880948520470207,4.5
3076,6972,9,2,1,4,0,896,2,1,33,10,30,5547.0,94299.0,17.0,0.57,65,1,333.0,1793.11,150.88,,16.996935832732515,0.01901495227995758,282.33233532934133
3119,7020,39,2,1,4,0,896,2,1,10,11,60,1144.0,10696.4,9.35,0.16,11,0,1047.0,3549.77,20.96,,9.341834061135371,0.33183483837194083,10.20648854961832
3262,3634,11,2,1,4,0,896,2,1,12,11,60,1044.0,3967.2,3.8,0.06,65,0,1047.0,3549.77,7.78,,3.7963636363636364,0.8945542059372008,3.7854961832061065
3138,3650,37,2,1,4,3,896,2,5,21,7,240,4439.0,71689.85,16.15,0.07,11,1,1592.0,6708.25,140.51,,16.146362612612613,0.09357191329158462,45.003044569993726
3307,3669,16,2,1,4,0,896,2,5,19,0,90,210.0,3204.6,15.26,0.17,11,0,1047.0,3549.77,6.28,,15.187677725118483,1.1073652358372847,3.057824427480916
